task.i,learner.i,resampling.i,iteration,start.time,end.time,process,classif.auc,classif.acc,classif.logloss,ROC_AUM,task_id,learner_id,resampling_id,test.subset,train.subsets,groups,test.fold,seed,n.train.groups
5,6,1,11,2025-07-31T03:02:47.351568Z,2025-07-31T04:18:02.487989Z,69,0.922085617002523,0.786051610726935,0.47320669022017,0.0287509895861149,MNIST_seed1_prop0.01,linear_AUM_1,same_other_sizes_cv,balanced,same,23721,3,1,23721
5,7,1,2,2025-07-31T03:02:47.350905Z,2025-07-31T22:59:45.967833Z,180,0.996299592098426,0.981144668780244,0.0591547580523464,0.0136697385460138,MNIST_seed1_prop0.01,conv_logistic_0.01,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,7,1,6,2025-07-31T03:02:47.351661Z,2025-07-31T18:48:10.434969Z,95,0.993964935548422,0.978115603073839,0.0661485479208847,0.0166051480919123,MNIST_seed1_prop0.01,conv_logistic_0.01,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
5,7,1,7,2025-07-31T03:02:47.350898Z,2025-07-31T21:36:26.201690Z,194,0.996828151052454,0.976314902225219,0.0676998337985057,0.0121963052079082,MNIST_seed1_prop0.01,conv_logistic_0.01,same_other_sizes_cv,balanced,same,23721,1,1,23721
5,7,1,9,2025-07-31T03:02:47.351266Z,2025-07-31T15:27:54.648121Z,24,0.997444696273841,0.980775716694772,0.0600072561059596,0.0094457995146513,MNIST_seed1_prop0.01,conv_logistic_0.01,same_other_sizes_cv,balanced,same,23721,2,1,23721
5,8,1,2,2025-07-31T03:02:47.352085Z,2025-07-31T06:16:21.148555Z,79,0.951820081138149,0.887535458034373,0.290984390003715,0.0448618121445179,MNIST_seed1_prop0.01,linear_logistic_0.01,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,8,1,4,2025-07-31T03:02:47.351985Z,2025-07-31T04:32:09.433275Z,91,0.960936885291972,0.888332498748122,0.294271244524755,0.0389135964214802,MNIST_seed1_prop0.01,linear_logistic_0.01,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
5,8,1,6,2025-07-31T03:02:47.351227Z,2025-07-31T04:22:10.809790Z,129,0.934792219274978,0.879552288673572,0.306671332390089,0.0548993945121765,MNIST_seed1_prop0.01,linear_logistic_0.01,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
5,8,1,7,2025-07-31T03:02:47.351369Z,2025-07-31T04:19:26.700546Z,168,0.948513815146622,0.879551584625759,0.292112432556165,0.0520517751574516,MNIST_seed1_prop0.01,linear_logistic_0.01,same_other_sizes_cv,balanced,same,23721,1,1,23721
5,8,1,9,2025-07-31T03:02:47.351642Z,2025-07-31T04:34:49.072456Z,21,0.95286825783665,0.884569983136594,0.280994221868949,0.047835536301136,MNIST_seed1_prop0.01,linear_logistic_0.01,same_other_sizes_cv,balanced,same,23721,2,1,23721
5,8,1,11,2025-07-31T03:02:47.351876Z,2025-07-31T04:26:00.454222Z,18,0.952385740966194,0.88682745825603,0.283023310529334,0.0481828413903713,MNIST_seed1_prop0.01,linear_logistic_0.01,same_other_sizes_cv,balanced,same,23721,3,1,23721
5,9,1,2,2025-07-31T03:02:47.351366Z,2025-07-31T20:02:35.350836Z,199,0.999328454727346,0.990488903721008,0.0336964893695668,0.00518829701468349,MNIST_seed1_prop0.01,conv_logistic_0.1,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,9,1,4,2025-07-31T03:02:47.352386Z,2025-07-31T14:38:49.025971Z,92,0.999457651885571,0.988482724086129,0.0375120479537592,0.00532165821641684,MNIST_seed1_prop0.01,conv_logistic_0.1,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
5,9,1,11,2025-07-31T03:02:47.352734Z,2025-07-31T22:56:20.561543Z,83,0.998826516886547,0.986506999494013,0.0393965119297528,0.00775004783645272,MNIST_seed1_prop0.01,conv_logistic_0.1,same_other_sizes_cv,balanced,same,23721,3,1,23721
5,10,1,2,2025-07-31T03:02:47.351806Z,2025-07-31T04:19:49.117472Z,170,0.955340857588185,0.902719839813115,0.257753477378881,0.0488693863153458,MNIST_seed1_prop0.01,linear_logistic_0.1,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,10,1,4,2025-07-31T03:02:47.352151Z,2025-07-31T04:34:55.606514Z,189,0.967324228629233,0.899682857619763,0.265500988540697,0.0368656180799007,MNIST_seed1_prop0.01,linear_logistic_0.1,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
5,10,1,6,2025-07-31T03:02:47.352933Z,2025-07-31T05:02:02.982848Z,63,0.943206407929642,0.894086201135984,0.275429533712956,0.0550397261977196,MNIST_seed1_prop0.01,linear_logistic_0.1,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
5,10,1,7,2025-07-31T03:02:47.352866Z,2025-07-31T04:24:08.342337Z,100,0.955154753990949,0.891099123398517,0.272184531193901,0.0510494895279408,MNIST_seed1_prop0.01,linear_logistic_0.1,same_other_sizes_cv,balanced,same,23721,1,1,23721
5,10,1,9,2025-07-31T03:02:47.352866Z,2025-07-31T04:23:48.429536Z,96,0.959196315075544,0.897470489038786,0.259647895484421,0.047003485262394,MNIST_seed1_prop0.01,linear_logistic_0.1,same_other_sizes_cv,balanced,same,23721,2,1,23721
5,10,1,11,2025-07-31T03:02:47.352892Z,2025-07-31T05:17:28.382049Z,115,0.95911123307938,0.899645808736718,0.260197736771885,0.0465252734720707,MNIST_seed1_prop0.01,linear_logistic_0.1,same_other_sizes_cv,balanced,same,23721,3,1,23721
5,11,1,2,2025-07-31T03:02:47.352084Z,2025-07-31T18:28:04.387505Z,196,0.5,0.0101785416319039,0.693147180559945,0,MNIST_seed1_prop0.01,conv_logistic_1,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,11,1,6,2025-07-31T03:02:47.353058Z,2025-07-31T12:03:59.717887Z,142,0.499831309041838,0.989809555629803,0.693147087283205,2.12256079379358e-08,MNIST_seed1_prop0.01,conv_logistic_1,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
5,11,1,7,2025-07-31T03:02:47.353326Z,2025-07-31T20:12:03.214760Z,86,0.995864771523888,0.964430209035738,0.102395099997241,0.0150088481605053,MNIST_seed1_prop0.01,conv_logistic_1,same_other_sizes_cv,balanced,same,23721,1,1,23721
5,11,1,9,2025-07-31T03:02:47.352981Z,2025-07-31T22:20:26.562938Z,45,0.5,0.5,0.693147180559945,0,MNIST_seed1_prop0.01,conv_logistic_1,same_other_sizes_cv,balanced,same,23721,2,1,23721
5,11,1,11,2025-07-31T03:02:47.352982Z,2025-07-31T18:00:03.567269Z,47,0.836867299759358,0.66469893742621,0.691238999522446,0.000420636701164767,MNIST_seed1_prop0.01,conv_logistic_1,same_other_sizes_cv,balanced,same,23721,3,1,23721
5,12,1,2,2025-07-31T03:02:47.352505Z,2025-07-31T04:10:46.656082Z,191,0.950341576113991,0.842482896712832,0.442918436259853,0.0605027973651886,MNIST_seed1_prop0.01,linear_logistic_1,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,12,1,4,2025-07-31T03:02:47.353041Z,2025-07-31T04:45:58.878034Z,55,0.967807564772663,0.924386579869805,0.218305536649827,0.0487684831023216,MNIST_seed1_prop0.01,linear_logistic_1,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
5,12,1,6,2025-07-31T03:02:47.353426Z,2025-07-31T03:51:22.559754Z,104,0.944186560565868,0.851319746074173,0.441660773617132,0.0658790767192841,MNIST_seed1_prop0.01,linear_logistic_1,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
5,12,1,7,2025-07-31T03:02:47.353701Z,2025-07-31T04:59:05.446538Z,85,0.955152452110659,0.891773432231962,0.303872616101368,0.0613390579819679,MNIST_seed1_prop0.01,linear_logistic_1,same_other_sizes_cv,balanced,same,23721,1,1,23721
5,12,1,9,2025-07-31T03:02:47.353338Z,2025-07-31T03:51:31.819166Z,125,0.958829400908292,0.895531197301855,0.289027596903724,0.0565680265426636,MNIST_seed1_prop0.01,linear_logistic_1,same_other_sizes_cv,balanced,same,23721,2,1,23721
5,12,1,11,2025-07-31T03:02:47.353275Z,2025-07-31T04:45:51.971490Z,48,0.958078022325295,0.871900826446281,0.335105401712398,0.0471393167972565,MNIST_seed1_prop0.01,linear_logistic_1,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,1,1,4,2025-07-31T03:02:47.352988Z,2025-07-31T16:06:20.682018Z,172,0.994045411116728,0.0100150225338007,0.755555944438764,7.54336651880294e-05,MNIST_seed2_prop0.01,conv_AUM_0.01,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,1,1,6,2025-07-31T03:02:47.353479Z,2025-07-31T14:16:28.042310Z,13,0.983623888966451,0.990310725025059,0.633665621076786,9.43587074289098e-05,MNIST_seed2_prop0.01,conv_AUM_0.01,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,1,1,7,2025-07-31T03:02:47.354114Z,2025-07-31T22:53:44.105341Z,82,0.990620377767542,0.5,0.686188739715087,9.05171982594766e-05,MNIST_seed2_prop0.01,conv_AUM_0.01,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,2,1,2,2025-07-31T03:02:47.353456Z,2025-07-31T04:32:38.786750Z,8,0.915664415285809,0.0283664274987485,0.705625897135343,0.000300799409160391,MNIST_seed2_prop0.01,linear_AUM_0.01,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
6,2,1,4,2025-07-31T03:02:47.353748Z,2025-07-31T06:14:11.445472Z,32,0.942473163603662,0.0781171757636455,0.701361372204295,0.000186155710252933,MNIST_seed2_prop0.01,linear_AUM_0.01,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,2,1,6,2025-07-31T03:02:47.354272Z,2025-07-31T05:46:26.732716Z,122,0.955385604262645,0.0938857333778817,0.7006470327741,0.000200679365661927,MNIST_seed2_prop0.01,linear_AUM_0.01,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,2,1,7,2025-07-31T03:02:47.354272Z,2025-07-31T05:52:11.073818Z,120,0.944328385787407,0.56844234659474,0.687914546853376,0.000276065547950566,MNIST_seed2_prop0.01,linear_AUM_0.01,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,2,1,9,2025-07-31T03:02:47.354277Z,2025-07-31T06:01:22.352627Z,119,0.947552474200126,0.873777403035413,0.688382037475668,0.000234378851018846,MNIST_seed2_prop0.01,linear_AUM_0.01,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,2,1,11,2025-07-31T03:02:47.354461Z,2025-07-31T05:49:22.679087Z,106,0.913711163708426,0.835385393826952,0.688347595442177,0.0003782179846894,MNIST_seed2_prop0.01,linear_AUM_0.01,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,3,1,4,2025-07-31T03:02:47.354460Z,2025-07-31T20:58:42.571182Z,94,0.995141347721013,0.990986479719579,0.678276690629135,2.44823695538798e-05,MNIST_seed2_prop0.01,conv_AUM_0.1,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,3,1,7,2025-07-31T03:02:47.354763Z,2025-07-31T18:38:35.330245Z,68,0.989967453686168,0.5,0.691652261319863,2.44669736275682e-05,MNIST_seed2_prop0.01,conv_AUM_0.1,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,3,1,9,2025-07-31T03:02:47.354266Z,2025-07-31T10:38:13.698045Z,181,0.836782786244238,0.5,0.693735618088956,1.0087960617966e-05,MNIST_seed2_prop0.01,conv_AUM_0.1,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,3,1,11,2025-07-31T03:02:47.354920Z,2025-07-31T22:24:30.929028Z,75,0.980376463020653,0.5,0.694576220216832,4.21466847910779e-06,MNIST_seed2_prop0.01,conv_AUM_0.1,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,4,1,2,2025-07-31T03:02:47.354447Z,2025-07-31T04:21:46.576760Z,161,0.850068536307658,0.481561822125813,0.699573831751808,0.00979067943990231,MNIST_seed2_prop0.01,linear_AUM_0.1,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
6,4,1,4,2025-07-31T03:02:47.355017Z,2025-07-31T04:20:48.570069Z,72,0.834184791772047,0.316140877983642,0.737073421464302,0.0117140430957079,MNIST_seed2_prop0.01,linear_AUM_0.1,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,4,1,6,2025-07-31T03:02:47.354447Z,2025-07-31T04:18:59.351552Z,153,0.948720857182746,0.643167390578015,0.684579779032365,0.00224741734564304,MNIST_seed2_prop0.01,linear_AUM_0.1,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,4,1,7,2025-07-31T03:02:47.354599Z,2025-07-31T04:08:44.684743Z,165,0.938839992720375,0.870616992582603,0.649224857826564,0.00278303422965109,MNIST_seed2_prop0.01,linear_AUM_0.1,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,4,1,9,2025-07-31T03:02:47.354541Z,2025-07-31T04:19:27.200392Z,155,0.923747600590361,0.786677908937605,0.661655835967613,0.00249018939211965,MNIST_seed2_prop0.01,linear_AUM_0.1,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,4,1,11,2025-07-31T03:02:47.354599Z,2025-07-31T04:09:57.897483Z,162,0.914918498800715,0.80291786135942,0.659044714391441,0.00302611058577895,MNIST_seed2_prop0.01,linear_AUM_0.1,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,5,1,4,2025-07-31T03:02:47.354574Z,2025-07-31T12:46:51.151852Z,141,0.992601022874161,0.0100150225338007,0.738768906967075,7.88795546213805e-07,MNIST_seed2_prop0.01,conv_AUM_1,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,5,1,6,2025-07-31T03:02:47.354562Z,2025-07-31T15:34:15.897223Z,136,0.993652275582855,0.00968927497494153,0.726890428436241,5.44810689007136e-07,MNIST_seed2_prop0.01,conv_AUM_1,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,5,1,7,2025-07-31T03:02:47.354562Z,2025-07-31T12:27:01.560612Z,140,0.963861360421481,0.5,0.694374972308396,1.58340462803608e-05,MNIST_seed2_prop0.01,conv_AUM_1,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,5,1,9,2025-07-31T03:02:47.354591Z,2025-07-31T21:10:01.121825Z,195,0.992687708482037,0.5,0.693305211153435,2.09635481951409e-06,MNIST_seed2_prop0.01,conv_AUM_1,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,6,1,2,2025-07-31T03:02:47.354726Z,2025-07-31T04:18:01.173365Z,197,0.906815493627231,0.529784748873686,0.830215587602482,0.0374655649065971,MNIST_seed2_prop0.01,linear_AUM_1,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
6,6,1,4,2025-07-31T03:02:47.355057Z,2025-07-31T04:20:34.840793Z,163,0.948864722081718,0.71957936905358,0.591931491609358,0.0216644331812859,MNIST_seed2_prop0.01,linear_AUM_1,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,6,1,6,2025-07-31T03:02:47.355160Z,2025-07-31T03:47:44.268812Z,187,0.952277909628178,0.702472435683261,0.606826040559899,0.0181649085134268,MNIST_seed2_prop0.01,linear_AUM_1,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,6,1,7,2025-07-31T03:02:47.355772Z,2025-07-31T04:30:27.674469Z,98,0.916269473907249,0.795684423465947,0.481957118374473,0.0264439508318901,MNIST_seed2_prop0.01,linear_AUM_1,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,6,1,9,2025-07-31T03:02:47.354950Z,2025-07-31T04:06:12.798682Z,139,0.886216895256349,0.703119730185497,0.596945707007683,0.0380177684128284,MNIST_seed2_prop0.01,linear_AUM_1,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,6,1,11,2025-07-31T03:02:47.355218Z,2025-07-31T04:17:05.505788Z,169,0.946183745525743,0.869033563838759,0.420202643216004,0.0222218204289675,MNIST_seed2_prop0.01,linear_AUM_1,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,7,1,4,2025-07-31T03:02:47.355582Z,2025-07-31T16:56:58.580165Z,29,0.998218400494579,0.977800033383408,0.072994961290262,0.0045087281614542,MNIST_seed2_prop0.01,conv_logistic_0.01,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,7,1,11,2025-07-31T03:02:47.355733Z,2025-07-31T22:46:34.581636Z,188,0.997336844911938,0.978495530443582,0.0621999289349277,0.0105795133858919,MNIST_seed2_prop0.01,conv_logistic_0.01,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,8,1,2,2025-07-31T03:02:47.356441Z,2025-07-31T05:52:05.680204Z,90,0.957228369609676,0.87735691640247,0.307176814793603,0.0425861962139607,MNIST_seed2_prop0.01,linear_logistic_0.01,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
6,8,1,4,2025-07-31T03:02:47.356679Z,2025-07-31T05:47:23.431223Z,74,0.95715730905412,0.881488900016692,0.305413062609302,0.0486672222614288,MNIST_seed2_prop0.01,linear_logistic_0.01,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,8,1,6,2025-07-31T03:02:47.355700Z,2025-07-31T04:21:41.757117Z,132,0.960729908325189,0.878549949883061,0.312353297839825,0.0404502749443054,MNIST_seed2_prop0.01,linear_logistic_0.01,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,8,1,7,2025-07-31T03:02:47.355692Z,2025-07-31T04:58:00.978039Z,138,0.952647452199325,0.885198921105867,0.28064520848216,0.0487098805606365,MNIST_seed2_prop0.01,linear_logistic_0.01,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,8,1,9,2025-07-31T03:02:47.356218Z,2025-07-31T06:14:10.581515Z,57,0.952282602822701,0.885160202360877,0.282347486787503,0.0491760186851025,MNIST_seed2_prop0.01,linear_logistic_0.01,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,8,1,11,2025-07-31T03:02:47.356216Z,2025-07-31T05:54:55.589759Z,146,0.954318703181327,0.887080452015517,0.276946132515947,0.0468802452087402,MNIST_seed2_prop0.01,linear_logistic_0.01,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,9,1,6,2025-07-31T03:02:47.355965Z,2025-07-31T21:27:43.551374Z,198,0.99752489645865,0.987804878048781,0.0444675700607129,0.0120858466252685,MNIST_seed2_prop0.01,conv_logistic_0.1,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,9,1,7,2025-07-31T03:02:47.356312Z,2025-07-31T16:41:41.915612Z,23,0.999087844412444,0.988283884018881,0.0411877414394315,0.00753921596333385,MNIST_seed2_prop0.01,conv_logistic_0.1,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,9,1,11,2025-07-31T03:02:47.356498Z,2025-07-31T22:48:44.123073Z,159,0.999269579550742,0.989458593354697,0.034000696799148,0.00591270066797733,MNIST_seed2_prop0.01,conv_logistic_0.1,same_other_sizes_cv,balanced,same,23721,3,1,23721
